Gene stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
ENSMUSG00000091879		A0A3B2W7G9
ENSMUSG00000091879		A0A3B2W871
ENSMUSG00000026241	Q61839	Q544K5
ENSMUSG00000027793	Q61456	
ENSMUSG00000024420	Q6KAS7	
ENSMUSG00000024420		A0A3Q4EI48
ENSMUSG00000090417		E9PZK8
ENSMUSG00000090417		A0A338P793
ENSMUSG00000027793		A0A0G2JFR4
ENSMUSG00000090417		A0A338P6T7
ENSMUSG00000042417	P0C242	B2RWG0
ENSMUSG00000027793		A0A0G2JGG4
ENSMUSG00000024420		A0A3Q4EGU5
ENSMUSG00000096140		J3QNN4
ENSMUSG00000031170		A2ALH6
ENSMUSG00000029672	Q91VU0	
ENSMUSG00000001687	Q9Z2M6	
ENSMUSG00000029672		G5E911
ENSMUSG00000079698		A0A338P6B3
ENSMUSG00000029672		G3X9I1
ENSMUSG00000079698		L7N1Z9
ENSMUSG00000074651	Q3UZ45	
ENSMUSG00000079698		A0A338P756
ENSMUSG00000019303	O35047	C4PFH5
ENSMUSG00000029672		E9Q8C5
ENSMUSG00000029672		E9Q6F0
ENSMUSG00000042724	Q3U1V8	
ENSMUSG00000042724		A0A1Y7VKX4
ENSMUSG00000050150		E0CY67
ENSMUSG00000091631		L7N274
ENSMUSG00000091631		A0A338P7D4
ENSMUSG00000019303		D6RFC4
ENSMUSG00000091631		A0A338P6T0
ENSMUSG00000006494	Q8BFP9	
ENSMUSG00000091679		E9PZU5
ENSMUSG00000091679		A0A338P747
ENSMUSG00000030160	Q0VBF2	
ENSMUSG00000091679		H3BJR5
ENSMUSG00000030160		A0A0N4SWE5
ENSMUSG00000033306	Q8BFW7	
ENSMUSG00000025980	P63038	
ENSMUSG00000050150		G5E8I2
ENSMUSG00000025980		D3Z2F2
ENSMUSG00000025980		D3Z7J9
ENSMUSG00000021806	O88322	
ENSMUSG00000030161	Q8R3R8	
ENSMUSG00000033306		A0A338P705
ENSMUSG00000021806		A0A286YCQ5
ENSMUSG00000030161		A0A0N4SVF3
ENSMUSG00000050150		F7CTY9
ENSMUSG00000030161		A0A0N4SUS3
ENSMUSG00000073676	Q64433	Q4KL76
ENSMUSG00000023007		D3Z1Y9
ENSMUSG00000028165	Q9CQB5	
ENSMUSG00000028165		D3Z3X4
ENSMUSG00000050241	Q8CJC7	
ENSMUSG00000050241		A0A0N4SVG0
ENSMUSG00000028572	Q8BIL5	
ENSMUSG00000028572		Q8BJ23
ENSMUSG00000021807	Q9CQE8	Q4VA29
ENSMUSG00000034488		Q8C8K0
ENSMUSG00000029103	P55302	Q52KI7
ENSMUSG00000029103		F6WMD1
ENSMUSG00000017802	Q9CQV4	
ENSMUSG00000025934	P30115	
ENSMUSG00000045318	Q01337	
ENSMUSG00000031170	Q3U1J0	
ENSMUSG00000067438		A0A087WPM8
ENSMUSG00000025934		A0A087WQI6
ENSMUSG00000067438	O70218	
ENSMUSG00000034488	O35474	
ENSMUSG00000094205		L7MUE8
ENSMUSG00000094205		J3QMX3
ENSMUSG00000034488		Q8C4U8
ENSMUSG00000005610		G3XA17
ENSMUSG00000005610		F7CBP1
ENSMUSG00000078926		M0QW47
ENSMUSG00000005610		F6UU81
ENSMUSG00000078926		M0QWI6
ENSMUSG00000023007		D6RD12
ENSMUSG00000035198	P83887	Q6F4J1
ENSMUSG00000078926	D3Z3I0	
ENSMUSG00000078926		M0QWN1
ENSMUSG00000005610		F6TW20
ENSMUSG00000078926		M0QWC6
ENSMUSG00000042644	P70227	
ENSMUSG00000005610		F7DAB1
ENSMUSG00000005610		F7CHS2
ENSMUSG00000037013		Q8BKL1
ENSMUSG00000021613	Q9QUP5	
ENSMUSG00000021760		A0A338P7G6
ENSMUSG00000021266	P32921	Q3U6U7
ENSMUSG00000037013	Q62280	
ENSMUSG00000021760	Q9D7B7	
ENSMUSG00000037013		A0A3Q4L318
ENSMUSG00000037013		Q8BJJ6
ENSMUSG00000037013		Q8VHA8
ENSMUSG00000021266		E0CXX4
ENSMUSG00000028571		B1AWM4
ENSMUSG00000045007	Q8VCK3	Q6F4J0
ENSMUSG00000040675	Q3V3R1	
ENSMUSG00000037013		A0A3Q4EGQ6
ENSMUSG00000028571		B1AWM5
ENSMUSG00000028571		F6R6R4
ENSMUSG00000037013		A0A3Q4EI07
ENSMUSG00000021266	P32921	
ENSMUSG00000028571		Q3UNV4
ENSMUSG00000040254	Q8BH34	
ENSMUSG00000027865	Q9DBL2	
ENSMUSG00000021266		E0CXQ4
ENSMUSG00000042348	Q8BGR6	
ENSMUSG00000042348		A0A286YE84
ENSMUSG00000042348		B7ZN40
ENSMUSG00000081225		G3UZ89
ENSMUSG00000040877		A0A1Y7VP71
ENSMUSG00000040877		A0A1Y7VKW6
ENSMUSG00000040254		A0A0G2JDP8
ENSMUSG00000027865		A0A0G2JFJ5
ENSMUSG00000023913		E9Q6J0
ENSMUSG00000040877		A0A1Y7VMN7
ENSMUSG00000038296	Q8K1B9	
ENSMUSG00000038296		Q59J91
ENSMUSG00000081225		G3UXT0
ENSMUSG00000036086	Q6NZP1	
ENSMUSG00000081362		A0A140T8U1
ENSMUSG00000036743	Q9CWH6	
ENSMUSG00000044468	Q5SSF7	
ENSMUSG00000036743		B7ZMS4
ENSMUSG00000023913	Q60963	
ENSMUSG00000036743		A0A3Q4EHS3
ENSMUSG00000040877	E9Q349	
ENSMUSG00000023913		E9Q4T5
ENSMUSG00000036743		A0A3Q4L361
ENSMUSG00000036743		A0A3Q4EG42
ENSMUSG00000023913		E9Q330
ENSMUSG00000004798	Q9QY01	
ENSMUSG00000025255		H3BLK8
ENSMUSG00000024208	Q9CQY6	
ENSMUSG00000025255		V9GXP5
ENSMUSG00000024208		D3Z4D6
ENSMUSG00000024208		D3Z4C9
ENSMUSG00000032407	Q6NV83	
ENSMUSG00000025255		E9Q5A7
ENSMUSG00000054321		A0A3Q4EGS4
ENSMUSG00000054321		A0A3B2W725
ENSMUSG00000024210	Q8BWD2	
ENSMUSG00000032407		A0A087WRG2
ENSMUSG00000040867		A0A1B0GT88
ENSMUSG00000090304		H3BK37
ENSMUSG00000032407		A0A087WR93
ENSMUSG00000090304		A0A338P728
ENSMUSG00000032407		A0A087WQT2
ENSMUSG00000040867		F8WIG2
ENSMUSG00000036225	Q5M956	
ENSMUSG00000040867		A0A5F8MPR2
ENSMUSG00000028538	P97325	
ENSMUSG00000033488		A0A0A6YWV6
ENSMUSG00000030613	Q8C3X2	
ENSMUSG00000040867	Q68EF6	
ENSMUSG00000066551	P63158	Q58EV5
ENSMUSG00000040867		A0A5F8MPK8
ENSMUSG00000036225		E9Q6T9
ENSMUSG00000028538		Q9CZ48
ENSMUSG00000028538		F6XZQ5
ENSMUSG00000074500		Q9D4E2
ENSMUSG00000028538		B1AS81
ENSMUSG00000066551		A0A0J9YUZ4
ENSMUSG00000036225		A0A3Q4EG48
ENSMUSG00000066551		A0A0J9YUD8
ENSMUSG00000066551		D3YZ18
ENSMUSG00000074500		E9Q1J0
ENSMUSG00000033488	Q3UNZ8	
ENSMUSG00000035798	Q80TN5	
ENSMUSG00000066551		D3YVC6
ENSMUSG00000033488		A0A0A6YWZ0
ENSMUSG00000040140		E9PZ50
ENSMUSG00000033488		A0A0A6YXW5
ENSMUSG00000067750	Q3UWR2	
ENSMUSG00000066097		Q3UNV2
ENSMUSG00000040140		F2Z429
ENSMUSG00000067855		W4VSP1
ENSMUSG00000041722	Q4KL78	
ENSMUSG00000040140		A0A3B2W3Z0
ENSMUSG00000022106		
ENSMUSG00000091859		E9QAZ9
ENSMUSG00000082932		G3UZ38
ENSMUSG00000091859		A0A338P788
ENSMUSG00000023007		A0A0R4J1S2
ENSMUSG00000008763	P39098	
ENSMUSG00000079592	Q8K479	Q4ZJN4
ENSMUSG00000023007		D3Z4N6
ENSMUSG00000008763		A2A723
ENSMUSG00000008763		A0A0G2JGT9
ENSMUSG00000023007		E9QMI6
ENSMUSG00000023007		E9QP07
ENSMUSG00000023007		F6XW22
ENSMUSG00000079592		D3YUN6
ENSMUSG00000023007		F6QF44
ENSMUSG00000079592		A0A0U1RPN0
ENSMUSG00000023007		F6W479
ENSMUSG00000079592		A0A0U1RNV1
ENSMUSG00000079592		A0A0U1RNF8
ENSMUSG00000044857	Q6DVA0	
ENSMUSG00000052914	O54750	
ENSMUSG00000044857		A0A494BBB1
ENSMUSG00000064225	Q6TCG2	
ENSMUSG00000038691	Q9D9H3	Q0P5Y0
ENSMUSG00000025979		E0CXA9
ENSMUSG00000063531	P70275	
ENSMUSG00000094892		E9PZS9
ENSMUSG00000035798		A0A1W2P7M2
ENSMUSG00000015224		Q924D1
ENSMUSG00000035798		A0A1W2P760
ENSMUSG00000025979	Q6PEB6	
ENSMUSG00000035798		A0A1W2P6S3
ENSMUSG00000024411		A0A5F8MQ17
ENSMUSG00000025979		G8JL35
ENSMUSG00000025979		E0CX17
ENSMUSG00000015354	Q8R4W6	
ENSMUSG00000025979		E0CYJ0
ENSMUSG00000024411		A0A0R4J0Z3
ENSMUSG00000024411	P55088	Q50H70
ENSMUSG00000109564		A0A140LI05
ENSMUSG00000085079	P0C7A0	
ENSMUSG00000023912	Q9D6D0	
ENSMUSG00000109564		A0A140LJ72
ENSMUSG00000023912		A0A3B2WCR9
ENSMUSG00000109564		A0A140LIA5
ENSMUSG00000052520	O54749	Q3TNC5
ENSMUSG00000109564		Q9D1H1
ENSMUSG00000095961		L7N279
ENSMUSG00000024411		A0A3Q4EI78
ENSMUSG00000054141	Q8VFM9	
ENSMUSG00000038587	Q9WTQ5	B2RRE0
ENSMUSG00000038587		A0A668KLV9
ENSMUSG00000038587		A0A668KM55
ENSMUSG00000038587		A0A668KLD3
ENSMUSG00000038587	Q9WTQ5	
ENSMUSG00000025026	Q9QYB5	Q3UNK1
ENSMUSG00000091771		E9PWW0
ENSMUSG00000078639	A2AGB2	
ENSMUSG00000025026		A0A494B9K4
ENSMUSG00000047466		Q0VAW6
ENSMUSG00000075327		Q3V3W4
ENSMUSG00000025026	Q9QYB5	
ENSMUSG00000036580	Q8R1X6	Q3TVW1
ENSMUSG00000090315		E9Q2J5
ENSMUSG00000048747		F6S0S7
ENSMUSG00000025026		A0A494B969
ENSMUSG00000046591	Q8BQ33	
ENSMUSG00000071276	Q71MR7	
ENSMUSG00000036580	Q8R1X6	
ENSMUSG00000048747		A2AK51
ENSMUSG00000041840		A0A494BB26
ENSMUSG00000048747		A2AK50
ENSMUSG00000025026		A0A494BBK1
ENSMUSG00000041840	Q8BHX1	
ENSMUSG00000036580		D3Z3F8
ENSMUSG00000022106		E9PY30
ENSMUSG00000046591		Q3UV49
ENSMUSG00000036580		D3Z1M5
ENSMUSG00000036580		D3Z2D6
ENSMUSG00000025026		A0A494BAX9
ENSMUSG00000025026		
ENSMUSG00000048747		A0A087WQA2
ENSMUSG00000046591		A0A0U1RQ28
ENSMUSG00000046591		A0A0U1RNX1
ENSMUSG00000061601	Q9QYX7	
ENSMUSG00000034765		Q1HL35
ENSMUSG00000071497	P61971	
ENSMUSG00000040374		Q91YZ5
ENSMUSG00000061601		S4R2E0
ENSMUSG00000021140		A0A1Y7VKR5
ENSMUSG00000020340	Q5SQX6	
ENSMUSG00000020340		F6QD74
ENSMUSG00000020340		F7C3H9
ENSMUSG00000019763	Q8CI78	
ENSMUSG00000031342	P35803	Q3V0Z9
ENSMUSG00000021140		A0A1Y7VJ77
ENSMUSG00000053333	Q8CI75	
ENSMUSG00000048721	Q8BJN4	
ENSMUSG00000021140		A0A1Y7VLV8
ENSMUSG00000019763		D3YZC3
ENSMUSG00000019763		D3YVL9
ENSMUSG00000021140		A0A1Y7VLG1
ENSMUSG00000033219		Q80ZT2
ENSMUSG00000023963	Q9JKJ9	Q544S6
ENSMUSG00000103034		A0A0A6YW67
ENSMUSG00000019763		D3Z331
ENSMUSG00000021140	Q9QYC1	
ENSMUSG00000023963		A0A3B2W4C8
ENSMUSG00000053333		A0A087WP08
ENSMUSG00000023963		A0A3B2WCK5
ENSMUSG00000019763		F6QWS3
ENSMUSG00000023963		A0A3B2W7Q2
ENSMUSG00000091255		K7N6S8
ENSMUSG00000031342	P35803	
ENSMUSG00000072188		K7N6A0
ENSMUSG00000056910		E9PZJ7
ENSMUSG00000051076	Q7TSP5	
ENSMUSG00000035172		M0QWE8
ENSMUSG00000091897		K7N6W5
ENSMUSG00000056910		A0A3B2W7Y7
ENSMUSG00000056910		A0A3B2WCN1
ENSMUSG00000048264		B2RQ71
ENSMUSG00000036986	Q60953	A0A068EW80
ENSMUSG00000036986	Q60953	
ENSMUSG00000036986		D3Z3A6
ENSMUSG00000036986		F7BTZ2
ENSMUSG00000048264		B7ZMZ7
ENSMUSG00000048264		A0A1Y7VMZ0
ENSMUSG00000022106		E9QAL7
ENSMUSG00000036986		F6XUT1
ENSMUSG00000036986		D3YXR5
ENSMUSG00000048264		E9PWR4
ENSMUSG00000036986		D6RII9
ENSMUSG00000027499		A0A0A6YXS7
ENSMUSG00000036986		F6RQM1
ENSMUSG00000036986		D3Z2V0
ENSMUSG00000027499	P63248	
ENSMUSG00000078116		Q8VFM8
ENSMUSG00000051414		Q7TRH1
ENSMUSG00000051414		Q8VGX1
ENSMUSG00000024974	Q9CW03	Q1HL32
ENSMUSG00000062868		Q7TRH0
ENSMUSG00000062868		Q8VFJ5
ENSMUSG00000021764		E9QPX3
ENSMUSG00000025978	Q8CHX7	
ENSMUSG00000021764		A0A338P7A0
ENSMUSG00000095957		Q7TRG9
ENSMUSG00000025978		M0QWQ1
ENSMUSG00000021764		A0A286YCM7
ENSMUSG00000095525		Q7TRG8
ENSMUSG00000021764		A0A286YDA8
ENSMUSG00000021764		A0A338P6Q8
ENSMUSG00000039601		A0A2R8W6E8
ENSMUSG00000046994	Q499X9	A2RT28
ENSMUSG00000039601		Q8VIP4
ENSMUSG00000039601	Q9JHG2	Q543P2
ENSMUSG00000032333		A0A0B4J1F1
ENSMUSG00000043639	Q3UQS8	
ENSMUSG00000032333		A0A1L1STK3
ENSMUSG00000043639		A0A494BAB4
ENSMUSG00000043639		F6TAZ4
ENSMUSG00000032333		A0A1L1SV93
ENSMUSG00000035172	Q8VCE9	
ENSMUSG00000039601		A0A2R8VKI0
ENSMUSG00000032333		A0A1L1STX8
ENSMUSG00000039601		A0A2R8W6X3
ENSMUSG00000031342		H3BIV8
ENSMUSG00000091151		E9PWK2
ENSMUSG00000031342		A2AEG3
ENSMUSG00000032333		A0A1L1STP7
ENSMUSG00000091151		A0A3B2W7L7
ENSMUSG00000031342		A2AEG6
ENSMUSG00000091151		A0A3B2WBL6
ENSMUSG00000031342	P35803	Q3US81
ENSMUSG00000021765		Q8BNY0
ENSMUSG00000021765	P47931	
ENSMUSG00000026246	P24823	
ENSMUSG00000035172		A2A4L0
ENSMUSG00000033526	A2ARP1	
ENSMUSG00000032334		A0A0R4J0Q4
ENSMUSG00000020189	B9EJ86	
ENSMUSG00000021765		A0A286YDK1
ENSMUSG00000048655	Q8BXX9	
ENSMUSG00000041343	Q3V096	
ENSMUSG00000068663	Q80U30	
ENSMUSG00000023960	Q9EQG7	
ENSMUSG00000020189		A0A0R4J150
ENSMUSG00000032135		D6RFP0
ENSMUSG00000079440		F8VPQ6
ENSMUSG00000041343		A0A0R4J1P5
ENSMUSG00000020189		A0A5F8MPC5
ENSMUSG00000023960		D6RH39
ENSMUSG00000035759	Q9DBI2	
ENSMUSG00000041343		D6RCX7
ENSMUSG00000068663		D3YVA1
ENSMUSG00000048655		D3YWT6
ENSMUSG00000068663		H7BXB6
ENSMUSG00000048655		D3Z7W2
ENSMUSG00000041343		B7ZNV8
ENSMUSG00000091805		E9PYS0
ENSMUSG00000023008	Q6ZPF4	
ENSMUSG00000041343		A0A140LHD3
ENSMUSG00000091805		A0A3B2WAK9
ENSMUSG00000048655		E9Q3J3
ENSMUSG00000091805		A0A3B2WD17
ENSMUSG00000033526		F7AST3
ENSMUSG00000091805		A0A3B2WB20
ENSMUSG00000091805		A0A3B2WAT0
ENSMUSG00000091805		A0A3B2WCR1
ENSMUSG00000033526		F6RMX0
ENSMUSG00000033526		F6VID9
ENSMUSG00000043537		Q8R2A5
ENSMUSG00000068663		Z4YLG3
ENSMUSG00000033526		F6Q5C6
ENSMUSG00000043537		A0A3B2W805
ENSMUSG00000023008		D3Z7A7
ENSMUSG00000024975	Q61823	
ENSMUSG00000024975		A0A494BA05
ENSMUSG00000048399	Q8CB49	
ENSMUSG00000017167	O54991	
ENSMUSG00000061759	A6H630	
ENSMUSG00000061759		D6RG65
ENSMUSG00000023961	Q8BTJ4	
ENSMUSG00000090572		K7N747
ENSMUSG00000025428	Q03265	
ENSMUSG00000019767		D3YXL0
ENSMUSG00000091259		E9PWD5
ENSMUSG00000019767		D3Z4M1
ENSMUSG00000043542	Q8BJH1	
ENSMUSG00000091259		A0A3B2W3V0
ENSMUSG00000025428		D3Z6F5
ENSMUSG00000091259		A0A3B2WCK1
ENSMUSG00000019767		F6ST92
ENSMUSG00000025428		D6RJ16
ENSMUSG00000060701	O88537	
ENSMUSG00000040856		Q925U3
ENSMUSG00000033526		F6VU93
ENSMUSG00000033326	Q8BW72	
ENSMUSG00000032135	Q8R2Y2	
ENSMUSG00000033526		B0R0E7
ENSMUSG00000032135		A0A1L1SQC5
ENSMUSG00000032135		F7ATH5
ENSMUSG00000033326		A2A8L9
ENSMUSG00000023959		A0A668KLB7
ENSMUSG00000079508	Q9DCZ4	
ENSMUSG00000028033	Q9JK45	
ENSMUSG00000048391		Q7TRG4
ENSMUSG00000023959	Q8BXK9	
ENSMUSG00000028033		E9Q9F1
ENSMUSG00000041264		A0A0R4J1P9
ENSMUSG00000049229		A0A2I3BPT4
ENSMUSG00000049229		Q7TRG3
ENSMUSG00000028033		G3UYP4
ENSMUSG00000042848		Q8R2A8
ENSMUSG00000025429		A0A494BAM6
ENSMUSG00000028033		G3UZ84
ENSMUSG00000028033		G3UYG5
ENSMUSG00000067951		A0A3B2W3R4
ENSMUSG00000025429	Q99M15	
ENSMUSG00000040856		B4YB46
ENSMUSG00000060245		Q8R2A7
ENSMUSG00000117148		Q8R2A9
ENSMUSG00000040856		Q9DAU5
ENSMUSG00000045417		Q8R2A2
ENSMUSG00000050933		Q8R2A3
ENSMUSG00000050933		A0A494B9X8
ENSMUSG00000091539		E9Q373
ENSMUSG00000047804	O88845	
ENSMUSG00000062165		A2RTT5
ENSMUSG00000033233		A2ACL2
ENSMUSG00000040856		B4YB48
ENSMUSG00000040856		G3UWU8
ENSMUSG00000040856		E9PVN3
ENSMUSG00000036500		F8VQM0
ENSMUSG00000036533	Q9CQC5	
ENSMUSG00000040856		G3UX30
ENSMUSG00000044052	Q9JL21	
ENSMUSG00000036533		A0A3B2WBL9
ENSMUSG00000040856		G3UZ17
ENSMUSG00000033233	Q6PFY8	
ENSMUSG00000025977		M0QWZ3
ENSMUSG00000022498	Q8K2W3	
ENSMUSG00000022498		Q3TWZ5
ENSMUSG00000022498		D6RHA0
ENSMUSG00000050382		J3QNW9
ENSMUSG00000022498		D6RDR0
ENSMUSG00000022498		D6REU4
ENSMUSG00000022498		D3YU69
ENSMUSG00000050382		E9QMU1
ENSMUSG00000025151	Q9QYH6	
ENSMUSG00000027794	Q9D489	
ENSMUSG00000041264		E9QLC6
ENSMUSG00000007564	Q76MZ3	
ENSMUSG00000025977		G3UYE8
ENSMUSG00000007564		G3UXQ1
ENSMUSG00000007564		G3UWL2
ENSMUSG00000022106	Q99LJ7	
ENSMUSG00000032839		B2RPS7
ENSMUSG00000032839		B7ZMP6
ENSMUSG00000045575		Q8R294
ENSMUSG00000025977		E9PWH1
ENSMUSG00000022106		E9Q3W8
ENSMUSG00000040329	P10168	Q544C8
ENSMUSG00000036368		A0A286YD39
ENSMUSG00000022106		E9PZR2
ENSMUSG00000041264	Q3ULM6	
ENSMUSG00000036368		A0A286YDW5
ENSMUSG00000022106		E9Q3B1
ENSMUSG00000040329		Q3UT18
ENSMUSG00000032839		A0A087WP07
ENSMUSG00000041264		D3YW34
ENSMUSG00000032839		A0A087WRB2
ENSMUSG00000022106		E9QA48
ENSMUSG00000032839		A0A087WSD0
ENSMUSG00000041264		D3Z5G1
ENSMUSG00000025977	Q924M5	
ENSMUSG00000025977		F6TV20
ENSMUSG00000061614		Q7TRG2
ENSMUSG00000041264		D6RI24
ENSMUSG00000022106		E9Q5U1
ENSMUSG00000058692		Q8VET8
ENSMUSG00000049775	P20065	Q6ZWX2
ENSMUSG00000022106		E9QA84
ENSMUSG00000022106		E9Q7J4
ENSMUSG00000049775	P20065	
ENSMUSG00000033295	A2A8L5	
ENSMUSG00000022106		E9Q213
ENSMUSG00000040522	P58682	
ENSMUSG00000022106		F6ZTZ2
ENSMUSG00000057914	Q8CC27	Q32MF3
ENSMUSG00000022106		F6X7I4
ENSMUSG00000041328	G3X9Z4	
ENSMUSG00000060063	P30355	
ENSMUSG00000022106		F6QHR6
ENSMUSG00000033295		F6Y3V0
ENSMUSG00000038349	Q3USB7	
ENSMUSG00000040522		A2AHI8
ENSMUSG00000033295		F6S1X8
ENSMUSG00000041328		A0A9S4HM55
ENSMUSG00000060063		A0A0J9YV38
ENSMUSG00000060063		A0A0J9YUC8
ENSMUSG00000027500	P55821	Q545S4
ENSMUSG00000041328		Q80V88
ENSMUSG00000033295		A0A1Y7VNR5
ENSMUSG00000061065		L7MU04
ENSMUSG00000036368	Q8BSE0	
ENSMUSG00000036368		G3X9J2
ENSMUSG00000044583	P58681	Q548J0
ENSMUSG00000036368		A0A286YCZ2
ENSMUSG00000036368		A0A286YCD4
ENSMUSG00000036368		A0A286YCV4
ENSMUSG00000024087		A0A3Q4L2V1
ENSMUSG00000036244	Q9D9D3	
ENSMUSG00000021614		G3XA35
ENSMUSG00000024087		Q3UTK2
ENSMUSG00000036244		A0A1L1STB7
ENSMUSG00000044583		A2AHJ1
ENSMUSG00000024087	Q64429	
ENSMUSG00000044583		A2AHJ2
ENSMUSG00000066607	Q8CD60	
ENSMUSG00000021614		Q8BS97
ENSMUSG00000023010	Q9D2C7	
ENSMUSG00000025742	Q9CS42	
ENSMUSG00000021614		E9PYH0
ENSMUSG00000067942		A0A338P7K9
ENSMUSG00000023010		A0A2R8W6Y1
ENSMUSG00000021614		E9QMK3
ENSMUSG00000023010		E0CX98
ENSMUSG00000059939		A2ASP7
ENSMUSG00000049493	Q3V0K9	
ENSMUSG00000021614		E9QMK2
ENSMUSG00000023010		E0CXR0
ENSMUSG00000020395		Q5STT8
ENSMUSG00000031176	P56387	Q542J7
ENSMUSG00000049493		D3Z6J7
ENSMUSG00000021614		E0CZC0
ENSMUSG00000023010		E0CZE8
ENSMUSG00000020395		Q5STT7
ENSMUSG00000057914		C7IVS7
ENSMUSG00000021614		F7B603
ENSMUSG00000059821		Q8VFF4
ENSMUSG00000021614		F7B6F7
ENSMUSG00000023010		A0A2R8VI60
ENSMUSG00000057914	Q8CC27	
ENSMUSG00000052182		Q8VFF6
ENSMUSG00000059939		Q8BSD8
ENSMUSG00000020395	Q03526	
ENSMUSG00000057914		A0A0A6YY52
ENSMUSG00000094535		Q7TRG1
ENSMUSG00000094535		Q8VFF2
ENSMUSG00000040456	Q9CR04	
ENSMUSG00000052625		Q7TRG0
ENSMUSG00000057914		A0A0A6YWX5
ENSMUSG00000020401	Q5STT6	
ENSMUSG00000067942		E9Q459
ENSMUSG00000048994		Q9D4U4
ENSMUSG00000033222	Q5NC05	
ENSMUSG00000051160		Q8VGG6
ENSMUSG00000067942		A0A338P6G3
ENSMUSG00000110404		A0A1B0GR81
ENSMUSG00000056211		Q3URW7
ENSMUSG00000020397		F2Z466
ENSMUSG00000067942		A0A338P768
ENSMUSG00000067942		A0A338P7F0
ENSMUSG00000022105	P13405	
ENSMUSG00000067942		A0A338P6N5
ENSMUSG00000020397		F2Z473
ENSMUSG00000057203		Q8R298
ENSMUSG00000033222		F6RQ10
ENSMUSG00000050102		A0A494B9T5
ENSMUSG00000022105		E9Q5C5
ENSMUSG00000050102		Q8R297
ENSMUSG00000050102		A0A494B9G6
ENSMUSG00000037965		E9PWW6
ENSMUSG00000023009	Q6GQX2	
ENSMUSG00000054142		A0A494BB52
ENSMUSG00000035914	Q8VE98	A6MDC5
ENSMUSG00000020397	Q9CZB6	
ENSMUSG00000023009		F7DEN0
ENSMUSG00000034997	P35363	Q543D4
ENSMUSG00000035914		A0A1L1SV51
ENSMUSG00000054142		Q05A06
ENSMUSG00000035914		A0A1L1SUD4
ENSMUSG00000023009		E0CYV6
ENSMUSG00000058030		Q8R296
ENSMUSG00000020397		F2Z449
ENSMUSG00000021615		A0A0R4J1Y0
ENSMUSG00000037965		F6X2N3
ENSMUSG00000020397		F2Z3Z0
ENSMUSG00000020397		F2Z3X8
ENSMUSG00000095667		Q7TRF9
ENSMUSG00000021615		A0A0R4J024
ENSMUSG00000095667		Q8VFF1
ENSMUSG00000021615		E0CZC8
ENSMUSG00000043087		Q7TRF8
ENSMUSG00000021615		E0CY05
ENSMUSG00000037965		D6RI42
ENSMUSG00000000308		B0R0E9
ENSMUSG00000037965		E9Q8M5
ENSMUSG00000037965		Q8C6Z3
ENSMUSG00000057551		Q8BLF0
ENSMUSG00000057551		Q8C0Q5
ENSMUSG00000037965		D3YZY2
ENSMUSG00000037965		D3Z5I3
ENSMUSG00000037965		D3YVH9
ENSMUSG00000020399	Q8VIM0	
ENSMUSG00000094678		A0A1L1SUS1
ENSMUSG00000020399		D3Z3I4
ENSMUSG00000094678		Q7TRF7
ENSMUSG00000012422	Q9CR64	
ENSMUSG00000056211		Q80ZH9
ENSMUSG00000012422		E0CY07
ENSMUSG00000078924		F2Z474
ENSMUSG00000058659		A0A1D5RLX2
ENSMUSG00000000308	P30275	Q545N7
ENSMUSG00000000308		B0R0E8
ENSMUSG00000058659		Q7TRF6
ENSMUSG00000000308		A2ARP5
ENSMUSG00000095448		Q7TRF5
ENSMUSG00000000308		D6RET9
ENSMUSG00000005682	Q8BGF7	
ENSMUSG00000000308		B0R0F0
ENSMUSG00000000308		D6RG68
ENSMUSG00000066905		Q8VFF7
ENSMUSG00000042700	Q8C0T5	
ENSMUSG00000054453	Q80T23	A2AF58
ENSMUSG00000042700		Q4VBF8
ENSMUSG00000066905		A0A1D5RM73
ENSMUSG00000054453	Q80T23	
ENSMUSG00000078958		S4R264
ENSMUSG00000063842		Q8VFJ1
ENSMUSG00000056211		E9Q9Q2
ENSMUSG00000078958		S4R2U6
ENSMUSG00000046974		A0A0B4J1F6
ENSMUSG00000056211		A0A087WPF0
ENSMUSG00000051118		Q8VEY9
ENSMUSG00000056211		A0A087WRE1
ENSMUSG00000056211		A0A087WQF6
ENSMUSG00000078958		D3Z5W0
ENSMUSG00000042700		A0A1Y7VJM1
ENSMUSG00000078958		S4R1Q9
ENSMUSG00000056211		A0A087WP65
ENSMUSG00000056211		A0A087WQI5
ENSMUSG00000085925	Q7M732	B4YB44
ENSMUSG00000023022	Q9ERG0	Q8CD09
ENSMUSG00000005846	Q8BVY0	
ENSMUSG00000049517	P62267	
ENSMUSG00000028565		B1AUB6
ENSMUSG00000005846		A0A2R8VHW2
ENSMUSG00000033498	Q8VIM6	
ENSMUSG00000005846		A0A2R8VK65
ENSMUSG00000033498		F6UNX5
ENSMUSG00000064010		Q810Y7
ENSMUSG00000021619		A0A0R4J029
ENSMUSG00000023022	Q9ERG0	
ENSMUSG00000021619		A0A286YD93
ENSMUSG00000023022		A0A2R8VI67
ENSMUSG00000030067		A0A0R4J1H9
ENSMUSG00000022510		D3Z7K2
ENSMUSG00000033486		D6RCY8
ENSMUSG00000020671	P61027	Q4FJL0
ENSMUSG00000045350	Q9D9R9	
